"gloss_english","n_languages_with_gloss_data","n_languages_covered","languages_covered","in_english_4000","n_languages_covered_plus_english","includes_hack_translation","avg_percentile_across_covering_langs","words"
"folder",12,4,"German;Polish;Portuguese;Spanish",TRUE,5,TRUE,0.625015676608197,"German:Ordner;Polish:folder;Portuguese:pasta;Spanish:carpeta"
"town",12,4,"French;Galician;German;Portuguese",TRUE,5,TRUE,0.624254894893315,"French:ville;Galician:vila;German:Kaff;Portuguese:vila"
"treasure",12,4,"Galician;German;Polish;Portuguese",TRUE,5,TRUE,0.622262847760007,"Galician:tesouro;German:Schatz;Polish:skarb;Portuguese:tesouro"
"golf",12,4,"French;German;Portuguese;Spanish",TRUE,5,TRUE,0.620380162564142,"French:golf;German:Golf;Portuguese:golfe;Spanish:golf"
"foam",12,4,"French;German;Italian;Portuguese",TRUE,5,TRUE,0.618295319131518,"French:mousse;German:Schaum;Italian:schiuma;Portuguese:espuma"
"powder",12,4,"French;Galician;Italian;Portuguese",TRUE,5,FALSE,0.61782675446132,"French:poudre;Galician:po;Italian:cipria;Portuguese:pó"
"police",12,4,"Polish;Portuguese;Russian;Turkish",TRUE,5,FALSE,0.617324213384484,"Polish:policja;Portuguese:policial;Russian:полиция;Turkish:polis"
"poet",12,4,"Galician;Russian;Spanish;Turkish",TRUE,5,FALSE,0.609571175109133,"Galician:poeta;Russian:поэт;Spanish:poetisa;Turkish:şair"
"dragon",12,4,"Italian;Polish;Portuguese;Spanish",TRUE,5,FALSE,0.607932403161864,"Italian:drago;Polish:smok;Portuguese:dragão;Spanish:dragón"
"whistle",12,4,"French;Italian;Portuguese;Turkish",TRUE,5,FALSE,0.605908701749879,"French:sifflet;Italian:fischio;Portuguese:assobio;Turkish:ıslık"
"saw",12,4,"French;Portuguese;Russian;Spanish",TRUE,5,FALSE,0.605011942145751,"French:scier;Portuguese:serra;Russian:пила;Spanish:sierra"
"script",12,4,"Galician;Polish;Portuguese;Spanish",TRUE,5,FALSE,0.603543044932329,"Galician:guión;Polish:scenariusz;Portuguese:guião;Spanish:guión"
"hall",12,4,"French;German;Russian;Turkish",TRUE,5,TRUE,0.602301687118243,"French:hall;German:Saal;Russian:зал;Turkish:salon"
"object",12,4,"Galician;Portuguese;Russian;Turkish",TRUE,5,FALSE,0.598385162847003,"Galician:obxecto;Portuguese:objecto;Russian:объект;Turkish:cisim"
"funeral",12,5,"Galician;Italian;Polish;Portuguese;Turkish",FALSE,5,FALSE,0.598088247037281,"Galician:enterro;Italian:funerale;Polish:pogrzeb;Portuguese:funeral;Turkish:cenaze"
"dust",12,4,"Italian;Portuguese;Russian;Turkish",TRUE,5,FALSE,0.594221239385899,"Italian:polvere;Portuguese:poeira;Russian:пыль;Turkish:toz"
"drug",12,4,"French;Galician;Polish;Portuguese",TRUE,5,FALSE,0.592570158832229,"French:drogue;Galician:droga;Polish:narkotyk;Portuguese:droga"
"voice",12,5,"Galician;Italian;Polish;Portuguese;Turkish",FALSE,5,FALSE,0.59075525799622,"Galician:voz;Italian:voce;Polish:głos;Portuguese:voz;Turkish:ses"
"runner",12,4,"Galician;German;Italian;Spanish",TRUE,5,TRUE,0.589826495180935,"Galician:corredor;German:Läufer;Italian:corridore;Spanish:corredor"
"wound",12,4,"French;German;Russian;Turkish",TRUE,5,TRUE,0.58966450093043,"French:plaie;German:Wunde;Russian:рана;Turkish:yara"
"traffic",12,4,"Galician;Polish;Portuguese;Turkish",TRUE,5,FALSE,0.589659010136424,"Galician:tráfico;Polish:ruch;Portuguese:tráfego;Turkish:trafik"
"day",12,5,"Galician;Italian;Polish;Portuguese;Russian",FALSE,5,FALSE,0.587642244667702,"Galician:xornada;Italian:giorno;Polish:dzień;Portuguese:Dia;Russian:день"
"robber",12,4,"German;Italian;Polish;Portuguese",TRUE,5,TRUE,0.580823876601456,"German:Räuber;Italian:rapinatore;Polish:rabuś;Portuguese:assaltante"
"pension",12,5,"Galician;Polish;Portuguese;Russian;Spanish",FALSE,5,FALSE,0.576512051447234,"Galician:pensión;Polish:emerytura;Portuguese:pensão;Russian:пенсия;Spanish:pensión"
"crowd",12,4,"French;Italian;Portuguese;Russian",TRUE,5,FALSE,0.574920391208908,"French:foule;Italian:folla;Portuguese:multidão;Russian:толпа"
"athlete",12,4,"German;Polish;Portuguese;Spanish",TRUE,5,TRUE,0.567443408519799,"German:Athlet;Polish:sportowiec;Portuguese:atleta;Spanish:deportista"
"queen",12,4,"French;Polish;Portuguese;Spanish",TRUE,5,FALSE,0.565532169475243,"French:reine;Polish:królowa;Portuguese:rainha;Spanish:reina"
"trophy",12,4,"German;Italian;Polish;Spanish",TRUE,5,TRUE,0.561369467278638,"German:Trophäe;Italian:trofeo;Polish:trofeum;Spanish:trofeo"
"shadow",12,4,"Italian;Polish;Russian;Spanish",TRUE,5,FALSE,0.554865232939104,"Italian:ombra;Polish:cień;Russian:тень;Spanish:sombra"
"guest",12,4,"Italian;Polish;Russian;Turkish",TRUE,5,FALSE,0.553235814479631,"Italian:ospite;Polish:gość;Russian:гость;Turkish:misafir"
"novel",12,4,"German;Italian;Polish;Spanish",TRUE,5,TRUE,0.551981056803436,"German:Roman;Italian:romanzo;Polish:powieść;Spanish:novela"
"slime",12,4,"German;Italian;Polish;Portuguese",TRUE,5,TRUE,0.549106576609919,"German:Schleim;Italian:melma;Polish:szlam;Portuguese:lodo"
"dirt",12,4,"French;German;Italian;Portuguese",TRUE,5,TRUE,0.547565343447915,"French:crasse;German:Dreck;Italian:sporco;Portuguese:sujidade"
"cut",12,4,"Galician;German;Italian;Portuguese",TRUE,5,TRUE,0.544280191960822,"Galician:corte;German:Schnitt;Italian:taglio;Portuguese:corte"
"customer",12,4,"Chinese_Simplified;German;Polish;Spanish",TRUE,5,TRUE,0.543099751976538,"Chinese_Simplified:顾客;German:Kunde;Polish:klient;Spanish:cliente"
"winner",12,5,"German;Polish;Portuguese;Russian;Spanish",FALSE,5,TRUE,0.542710914825614,"German:Sieger;Polish:zwycięzca;Portuguese:vencedor;Russian:победитель;Spanish:vencedora"
"club",12,4,"German;Polish;Portuguese;Spanish",TRUE,5,TRUE,0.538879523796009,"German:Knüppel;Polish:klub;Portuguese:clube;Spanish:club"
"mold",12,4,"German;Italian;Polish;Portuguese",TRUE,5,TRUE,0.53690971111055,"German:Schimmel;Italian:stampo;Polish:forma;Portuguese:molde"
"sign",12,4,"Galician;German;Polish;Turkish",TRUE,5,TRUE,0.527970209428225,"Galician:signo;German:Zeichen;Polish:znak;Turkish:işaret"
"tumor",12,4,"German;Italian;Polish;Portuguese",TRUE,5,TRUE,0.526898000827112,"German:Tumor;Italian:tumore;Polish:nowotwór;Portuguese:tumor"
"crime",12,5,"French;Galician;Italian;Polish;Portuguese",FALSE,5,FALSE,0.519051370989727,"French:crime;Galician:crime;Italian:crimine;Polish:przestępstwo;Portuguese:crime"
"farm",12,4,"French;Italian;Polish;Spanish",TRUE,5,FALSE,0.516665720835552,"French:ferme;Italian:fattoria;Polish:gospodarstwo;Spanish:granja"
"music",12,5,"Italian;Polish;Portuguese;Russian;Turkish",FALSE,5,FALSE,0.509376856839858,"Italian:musica;Polish:muzyka;Portuguese:música;Russian:музыка;Turkish:müzik"
"war",12,5,"French;Italian;Polish;Portuguese;Russian",FALSE,5,FALSE,0.502287386380523,"French:guerre;Italian:guerra;Polish:wojna;Portuguese:Guerra;Russian:война"
"sex",12,4,"French;German;Italian;Portuguese",TRUE,5,TRUE,0.499260053636598,"French:sexe;German:Sex;Italian:sesso;Portuguese:sexo"
"killer",12,5,"French;German;Italian;Portuguese;Turkish",FALSE,5,TRUE,0.496078484121833,"French:tueur;German:Killer;Italian:killer;Portuguese:assassino;Turkish:katil"
"broom",12,3,"French;German;Portuguese",TRUE,4,TRUE,0.978030897504401,"French:balai;German:Besen;Portuguese:vassoura"
"monkey",12,3,"Chinese_Traditional;French;Portuguese",TRUE,4,TRUE,0.973942510942094,"Chinese_Traditional:猴;French:singe;Portuguese:macaco"
"oyster",12,3,"Chinese_Traditional;Dutch;French",TRUE,4,TRUE,0.969989451170137,"Chinese_Traditional:蠔;Dutch:oester;French:huître"
"refrigerator",12,3,"Dutch;French;Portuguese",TRUE,4,TRUE,0.961318904962632,"Dutch:koelkast;French:réfrigérateur;Portuguese:frigorífico"
"turtle",12,3,"Chinese_Traditional;Portuguese;Spanish",TRUE,4,TRUE,0.957248248187961,"Chinese_Traditional:龜;Portuguese:tartaruga;Spanish:tortuga"
"whale",12,3,"Chinese_Traditional;Portuguese;Spanish",TRUE,4,TRUE,0.955381650841551,"Chinese_Traditional:鯨;Portuguese:baleia;Spanish:ballena"
"pineapple",12,3,"Dutch;French;Portuguese",TRUE,4,TRUE,0.953384024965887,"Dutch:ananas;French:ananas;Portuguese:ananás"
"squid",12,3,"Chinese_Traditional;Dutch;Portuguese",TRUE,4,TRUE,0.951099394601564,"Chinese_Traditional:魷;Dutch:inktvis;Portuguese:lula"
"goose",12,3,"Chinese_Traditional;French;Portuguese",TRUE,4,TRUE,0.946901965777222,"Chinese_Traditional:鵝;French:oie;Portuguese:ganso"
"dolphin",12,3,"Dutch;German;Portuguese",TRUE,4,TRUE,0.946606507214473,"Dutch:dolfijn;German:Delphin;Portuguese:golfinho"
"squirrel",12,3,"French;Portuguese;Spanish",TRUE,4,FALSE,0.945888230669707,"French:écureuil;Portuguese:esquilo;Spanish:ardilla"
"ambulance",12,3,"Italian;Portuguese;Spanish",TRUE,4,FALSE,0.944968271803432,"Italian:ambulanza;Portuguese:ambulância;Spanish:ambulancia"
"sword",12,3,"Chinese_Traditional;Russian;Spanish",TRUE,4,TRUE,0.943129960054089,"Chinese_Traditional:劍;Russian:меч;Spanish:espada"
"towel",12,3,"Chinese_Traditional;Dutch;Spanish",TRUE,4,TRUE,0.939942897464631,"Chinese_Traditional:巾;Dutch:handdoek;Spanish:toalla"
"scarf",12,3,"German;Portuguese;Spanish",TRUE,4,TRUE,0.939705859105206,"German:Schal;Portuguese:cachecol;Spanish:bufanda"
"accordion",12,3,"French;Portuguese;Spanish",TRUE,4,FALSE,0.932331799193812,"French:accordéon;Portuguese:acordeão;Spanish:acordeón"
"pan",12,3,"Dutch;German;Portuguese",TRUE,4,TRUE,0.929535329543394,"Dutch:pan;German:Pfanne;Portuguese:tacho"
"lizard",12,3,"Dutch;Italian;Portuguese",TRUE,4,TRUE,0.929523613745964,"Dutch:hagedis;Italian:lucertola;Portuguese:lagarto"
"motorcycle",12,3,"French;Italian;Portuguese",TRUE,4,FALSE,0.928107037758555,"French:moto;Italian:motocicletta;Portuguese:motocicleta"
"axe",12,3,"Chinese_Traditional;Dutch;French",TRUE,4,TRUE,0.927157304428471,"Chinese_Traditional:斧;Dutch:bijl;French:hache"
"floor",12,3,"Dutch;Italian;Portuguese",TRUE,4,TRUE,0.926889231125758,"Dutch:vloer;Italian:pavimento;Portuguese:chão"
"peacock",12,3,"Dutch;French;Portuguese",TRUE,4,TRUE,0.920482984628686,"Dutch:pauw;French:paon;Portuguese:pavão"
"bracelet",12,3,"Dutch;Portuguese;Spanish",TRUE,4,TRUE,0.918371623671076,"Dutch:armband;Portuguese:pulseira;Spanish:pulsera"
"van",12,3,"Italian;Portuguese;Spanish",TRUE,4,FALSE,0.917392648780337,"Italian:furgone;Portuguese:carrinha;Spanish:furgoneta"
"eggplant",12,3,"Dutch;Italian;Portuguese",TRUE,4,TRUE,0.911998994797183,"Dutch:aubergine;Italian:melanzana;Portuguese:beringela"
"nipple",12,3,"German;Italian;Portuguese",TRUE,4,TRUE,0.910735371909821,"German:Nippel;Italian:capezzolo;Portuguese:mamilo"
"brush",12,3,"Dutch;Italian;Spanish",TRUE,4,TRUE,0.910704183499271,"Dutch:borstel;Italian:pennello;Spanish:pincel"
"swan",12,3,"Chinese_Simplified;French;Portuguese",TRUE,4,FALSE,0.910207644027907,"Chinese_Simplified:天鹅;French:cygne;Portuguese:cisne"
"sparrow",12,3,"Chinese_Traditional;Portuguese;Russian",TRUE,4,TRUE,0.909636191565695,"Chinese_Traditional:雀;Portuguese:pardal;Russian:воробей"
"mole",12,3,"Chinese_Traditional;Dutch;French",TRUE,4,TRUE,0.909361200907541,"Chinese_Traditional:痣;Dutch:mol;French:taupe"
"handkerchief",12,3,"Dutch;Portuguese;Spanish",TRUE,4,TRUE,0.907867461005958,"Dutch:neusdoek;Portuguese:lenço;Spanish:pañuelo"
"snail",12,3,"French;Portuguese;Spanish",TRUE,4,FALSE,0.904767000697892,"French:escargot;Portuguese:caracol;Spanish:caracol"
"orangutan",12,3,"Chinese_Traditional;Dutch;Portuguese",TRUE,4,TRUE,0.90363131902437,"Chinese_Traditional:猩;Dutch:orangoetang;Portuguese:orangotango"
"flour",12,3,"German;Portuguese;Turkish",TRUE,4,TRUE,0.90324007431145,"German:Mehl;Portuguese:farinha;Turkish:un"
"potato",12,3,"Dutch;Portuguese;Spanish",TRUE,4,TRUE,0.902679085905837,"Dutch:aardappel;Portuguese:batata;Spanish:patata"
"notebook",12,4,"Chinese_Traditional;Galician;German;Portuguese",FALSE,4,TRUE,0.902635483000098,"Chinese_Traditional:簿;Galician:caderno;German:Heft;Portuguese:caderno"
"vagina",12,3,"German;Italian;Portuguese",TRUE,4,TRUE,0.900422523299646,"German:Scheide;Italian:vagina;Portuguese:vagina"
"trout",12,3,"Dutch;French;Portuguese",TRUE,4,TRUE,0.899733297632389,"Dutch:forel;French:truite;Portuguese:truta"
"hairpin",12,3,"Chinese_Traditional;Italian;Spanish",TRUE,4,TRUE,0.897538611895167,"Chinese_Traditional:釵;Italian:forcina;Spanish:horquilla"
"blackbird",12,3,"French;German;Portuguese",TRUE,4,TRUE,0.896521715067457,"French:merle;German:Amsel;Portuguese:melro"
"canoe",12,3,"Dutch;Italian;Portuguese",TRUE,4,TRUE,0.896512070541087,"Dutch:kano;Italian:canoa;Portuguese:canoa"
"camera",12,3,"Dutch;Galician;Turkish",TRUE,4,TRUE,0.894172816694515,"Dutch:fototoestel;Galician:cámara;Turkish:kamera"
"seagull",12,3,"Chinese_Traditional;Portuguese;Spanish",TRUE,4,TRUE,0.893991443212734,"Chinese_Traditional:鷗;Portuguese:gaivota;Spanish:gaviota"
