word_dutch,concrete_list,concrete_mean,concrete_sd,concrete_ratings_n,concrete_unknown_response_n,concrete_sample_n,aoa_list,aoa_sample_n,aoa_known_probability,aoa_mean,aoa_sd
beenbreuk,5,4,0.93,15,0,15,2,20,1,8.9,3.093286449
beenderen,2,4.33,1.11,15,0,15,3,18,1,7.888888889,1.936913521
beenhouwer,5,4,1.18,14,1,15,4,18,0.944444444,7.235294118,3.419236241
beenmerg,5,4.13,1.13,15,0,15,1,18,1,12.44444444,3.221658729
beer,2,4.93,0.26,15,0,15,NA,NA,NA,NA,NA
beerput,4,4.67,0.49,15,0,15,NA,NA,NA,NA,NA
beertje,1,4.87,0.35,15,0,15,2,20,1,3.75,2.197486603
beest,2,4.27,0.7,15,0,15,NA,NA,NA,NA,NA
beestachtig,2,2.47,0.92,15,0,15,3,18,1,8.5,2.455486055
beestenboel,3,2.6,0.91,15,0,15,4,18,1,8.666666667,3.009787954
beestig,1,2,1,15,0,15,1,18,1,9.111111111,2.698341296
beet,4,4.43,0.94,14,1,15,NA,NA,NA,NA,NA
beetje,2,1.8,0.77,15,0,15,1,18,1,5.722222222,2.468759049
beetnemen,2,2.4,1.18,15,0,15,2,20,1,8.05,2.502104377
beetpakken,2,3.13,1.13,15,0,15,3,18,1,8.666666667,2.376354103
bef,5,3.73,1.19,11,4,15,4,18,0.944444444,11,2.872281323
befaamd,1,1.67,1.11,15,0,15,1,18,0.944444444,11.41176471,2.063335392
beffen,5,3.87,1.36,15,0,15,2,20,1,13.2,2.092593455
begaafd,1,1.8,1.21,15,0,15,3,18,1,10.94444444,2.484593048
begaan,3,1.8,0.94,15,0,15,4,18,1,10.94444444,2.940032457
begaanbaar,3,1.8,1.21,15,0,15,1,18,1,11.11111111,3.065728757
begeerd,1,2.07,1.16,15,0,15,2,20,1,11.8,2.462348045
begeerlijk,4,2.14,1.03,14,1,15,3,18,1,12.5,1.58113883
begeerte,3,1.67,1.11,15,0,15,NA,NA,NA,NA,NA
begeesterd,5,2.08,1.08,12,3,15,4,18,0.888888889,12.625,2.578759392
begeesteren,3,1.75,0.87,12,3,15,1,18,0.777777778,12.85714286,3.183059555
begeleiden,5,2.8,0.77,15,0,15,2,20,1,8.5,2.164303705
begeleider,5,3.07,1.1,15,0,15,3,18,1,8.333333333,2.029198625
begeleiding,1,2.4,0.91,15,0,15,4,18,1,9,2.678893538
begenadigd,2,1.58,0.67,12,3,15,1,18,0.833333333,12.86666667,2.065591118
begeren,3,1.93,0.96,15,0,15,2,20,1,11.15,2.49789385
begerig,2,2.07,1.1,15,0,15,3,18,1,12.61111111,2.379789632
begeven,3,1.93,0.88,15,0,15,4,18,1,9.555555556,2.812204959
begiftigd,2,2.07,0.96,15,0,15,1,18,0.944444444,10.17647059,2.377900705
begiftigen,1,2.38,1.26,13,2,15,2,20,0.9,11.05555556,2.554631831
begijn,2,3.46,1.33,13,2,15,3,18,1,11.94444444,3.438060709
begijnhof,2,3.6,1.4,15,0,15,4,18,0.944444444,10.76470588,3.473640233
begijntje,1,3.71,1.07,14,1,15,1,18,0.833333333,11.93333333,2.737743249
begin,4,2.2,1.08,15,0,15,2,20,1,5.6,1.500876937
beginneling,1,2.53,1.25,15,0,15,3,18,1,8.666666667,2.300894967
beginnen,2,2.47,0.92,15,0,15,4,18,1,6.222222222,2.755861252
beginner,4,3.07,1.44,15,0,15,1,18,1,7.722222222,2.396211607
beginpunt,1,3.07,1.28,15,0,15,2,20,1,8.4,2.479388719
beginsel,4,1.93,1.1,15,0,15,3,18,1,10.88888889,3.1038664479999998
beginselen,1,1.87,1.13,15,0,15,4,18,1,12,2.589571847
beglazing,1,3.93,0.88,15,0,15,1,18,0.944444444,10.29411765,3.077432085
begluren,2,3.33,0.82,15,0,15,2,20,1,8.95,2.999561371
begonia,4,4.92,0.28,13,2,15,3,18,0.944444444,10.82352941,3.339822116
begraafplaats,1,4.73,0.46,15,0,15,4,18,1,7.555555556,2.548868774
begrafenis,4,3.8,0.77,15,0,15,NA,NA,NA,NA,NA
begraven,4,3.6,1.35,15,0,15,1,18,1,7.277777778,1.994272846
begrensd,5,2.6,0.99,15,0,15,2,20,1,9.6,2.479388719
begrenzen,2,2.47,1.13,15,0,15,3,18,1,9.5,2.684377461
begrijpelijk,3,1.6,0.63,15,0,15,4,18,1,9.444444444,2.661760192
begrijpen,2,1.6,0.63,15,0,15,1,18,1,6.833333333,2.549509757
begrijpend,1,2.07,0.96,15,0,15,NA,NA,NA,NA,NA
begrip,1,1.53,0.83,15,0,15,2,20,1,8.85,2.641271624
begripvol,3,1.6,0.83,15,0,15,3,18,1,10.16666667,2.662373996
begroeid,2,3.4,0.99,15,0,15,4,18,1,9.833333333,2.895229342
begroeiing,5,3.73,0.8,15,0,15,1,18,1,10.05555556,2.879383558
begroeten,5,3.47,1.25,15,0,15,2,20,1,7.8,2.726092249
begroeting,1,3.2,1.21,15,0,15,3,18,1,7.833333333,1.790497795
begroten,1,1.93,1.16,15,0,15,4,18,0.944444444,13.88235294,3.238100387
begroting,5,1.8,1.08,15,0,15,1,18,1,13.11111111,2.887883183
begunstigde,3,1.87,1.13,15,0,15,2,20,0.95,13.15789474,2.522414141
begunstigen,1,2,1.13,15,0,15,3,18,1,11.77777778,2.901430794
begunstiger,3,2.21,1.31,14,1,15,4,18,1,12.72222222,3.044871398
beha,2,4.8,0.56,15,0,15,1,18,1,9.166666667,2.255711705
behaaglijk,2,1.8,0.86,15,0,15,2,20,1,11.8,2.85804497
behaagziek,3,1.83,0.94,12,3,15,3,18,0.722222222,13.84615385,2.444250187
behaard,5,4.07,0.96,15,0,15,4,18,1,8.944444444,3.076901081
behagen,5,1.67,0.62,15,0,15,1,18,0.944444444,11.23529412,2.586730846
behalen,5,1.93,1.03,15,0,15,2,20,1,8.85,3.08263387
behalve,2,1.47,0.64,15,0,15,3,18,1,7.722222222,2.295918516
behandelen,4,2.13,0.83,15,0,15,4,18,1,9.833333333,2.895229342
behandeling,2,2.47,0.99,15,0,15,1,18,1,9.111111111,2.3736021
behang,3,4.4,0.91,15,0,15,2,20,1,8.05,2.781044862
behangen,1,4.27,0.8,15,0,15,3,18,1,8.111111111,1.778594584
behanger,4,4.2,0.94,15,0,15,4,18,1,9.777777778,2.755861252
behangpapier,3,4.6,0.63,15,0,15,NA,NA,NA,NA,NA
behangsel,5,3.93,1.22,15,0,15,1,18,0.944444444,9.588235294,2.5994909
behappen,5,2.57,1.27,7,8,15,2,20,0.35,10.71428571,2.214669706
beharing,4,4.14,1.1,14,1,15,3,18,1,9.333333333,2.142016642
behartigen,4,1.43,0.51,14,1,15,4,18,1,12,3.34312288
beheer,1,2.33,1.35,15,0,15,1,18,1,10.38888889,2.379789632
beheerder,5,2.53,1.19,15,0,15,2,20,1,10.9,2.918182563
beheersen,4,2.2,0.94,15,0,15,3,18,1,10.05555556,2.235337117
beheersing,1,1.87,0.83,15,0,15,4,18,1,9.833333333,2.812785933
beheerst,2,2.2,0.68,15,0,15,1,18,1,10,2.222875721
beheksen,1,2.2,1.08,15,0,15,2,20,0.95,8.210526316,3.309564378
behekst,4,2,0.76,15,0,15,3,18,1,8.111111111,2.083235292
behelpen,5,2.33,0.82,15,0,15,4,18,1,11,2.520504151
behelzen,5,2.38,1.26,13,2,15,1,18,0.777777778,12.07142857,2.400778262
behendig,1,2.2,1.08,15,0,15,2,20,1,10,2.752988806
behendigheid,4,2.47,1.25,15,0,15,3,18,1,10.66666667,2.400980192
behept,3,1.6,0.89,5,10,15,4,18,0.388888889,11.14285714,4.413183712
beheren,1,2.07,0.88,15,0,15,1,18,1,10.83333333,2.59524452
behoeden,5,2,0.65,15,0,15,2,20,1,11.1,2.425739171
behoedzaam,1,2.07,1.33,15,0,15,3,18,1,11.88888889,1.936913521
behoefte,3,1.8,0.86,15,0,15,4,18,1,10.61111111,2.659917931
behoeftig,3,2.07,1.03,15,0,15,NA,NA,NA,NA,NA
behoeven,2,1.53,0.64,15,0,15,1,18,1,11,2.543735095
behoorlijk,3,1.53,0.74,15,0,15,NA,NA,NA,NA,NA
behoren,1,1.87,0.92,15,0,15,2,20,1,8.6,2.702825033
behoud,2,1.93,0.88,15,0,15,3,18,1,9.888888889,2.968241486
behouden,3,1.87,0.74,15,0,15,4,18,1,10.38888889,2.78945259
behoudend,1,1.73,0.8,15,0,15,1,18,0.944444444,11.05882353,2.794427227
behoudens,5,1.27,0.59,15,0,15,2,20,0.9,12.33333333,2.678893538
behuisd,4,2.18,1.25,11,4,15,2,20,0.9,10.83333333,3.110702588
behuizing,5,3,1.41,15,0,15,3,18,1,11.38888889,1.85151413
behulpzaam,5,2.27,1.03,15,0,15,NA,NA,NA,NA,NA
beiaard,3,4,1.13,15,0,15,4,18,0.833333333,11.4,4.067291131
beiaardier,5,3.55,1.21,11,4,15,1,18,0.666666667,11.66666667,3.256694736
beide,2,2.6,1.18,15,0,15,2,20,1,6.5,1.986798536
beiderlei,3,1.63,1.19,8,7,15,3,18,0.333333333,13.16666667,1.471960144
beige,2,4.6,0.63,15,0,15,NA,NA,NA,NA,NA
beignet,3,4.5,0.9,12,3,15,4,18,1,10.55555556,3.129033345
beijveren,4,1.86,0.66,14,1,15,1,18,0.722222222,12.76923077,2.278663576
beïnvloeden,5,1.67,0.62,15,0,15,2,20,1,9.55,3.605186323
beitel,1,4.73,0.46,15,0,15,NA,NA,NA,NA,NA
beitelen,1,4.21,0.97,14,1,15,3,18,1,10.16666667,2.833621669
beits,1,3.67,1,9,6,15,4,18,0.611111111,12.90909091,4.369314488
beitsen,5,3.62,1.33,13,2,15,1,18,0.5,12.44444444,2.351122663
bejaard,2,3.2,1.15,15,0,15,2,20,1,8.3,3.404331606
bejaarde,3,3.53,1.25,15,0,15,3,18,1,8.444444444,1.756407504
bejaarden,5,3.4,1.3,15,0,15,4,18,1,8.555555556,2.661760192
bejaardenhuis,4,4.33,0.98,15,0,15,1,18,1,8.555555556,1.822158456
bejegenen,1,1.93,1,14,1,15,2,20,0.8,13.5625,2.096624271
bejegening,5,1.69,0.63,13,2,15,3,18,0.888888889,13.5625,2.528998484
bejubelen,2,2.29,0.99,14,1,15,4,18,1,12.05555556,2.600276506
bek,2,4.6,0.74,15,0,15,NA,NA,NA,NA,NA
bekaaid,4,2,1.07,8,7,15,1,18,0.444444444,11.75,1.908627031
bekaf,2,3.27,1.03,15,0,15,2,20,1,9,2.615741819
bekakt,1,2,0.76,15,0,15,3,18,1,10,2.828427125
bekampen,1,2.47,1.25,15,0,15,4,18,0.888888889,10.3125,2.845317791
bekeerling,1,2.36,1.15,14,1,15,3,18,0.944444444,11.52941176,2.672022807
bekend,3,1.87,0.99,15,0,15,1,18,1,7.833333333,1.823054967
bekende,3,2.4,1.18,15,0,15,2,20,1,7.9,2.826565705
bekendheid,5,1.6,0.63,15,0,15,3,18,1,8.666666667,2.029198625
bekendmaken,2,2.6,0.99,15,0,15,4,18,1,9.388888889,2.090282528
bekendmaking,2,2.33,0.98,15,0,15,1,18,1,9.944444444,3.189545832
bekennen,5,2.53,1.13,15,0,15,2,20,1,9.25,3.024026594
bekentenis,5,1.93,1.1,15,0,15,3,18,1,9.388888889,1.819466272
beker,2,4.73,0.59,15,0,15,NA,NA,NA,NA,NA
bekeren,1,2.29,0.99,14,1,15,4,18,0.944444444,11.05882353,2.656844657
bekering,5,1.87,0.83,15,0,15,1,18,1,11.27777778,3.044871398
bekeuren,4,2.73,1.1,15,0,15,2,20,1,10.25,3.30669178
bekeuring,1,3.2,1.21,15,0,15,3,18,1,9.777777778,2.556549963
bekijken,5,3.33,1.11,15,0,15,4,18,1,7.611111111,2.428722465
bekken,5,4.6,0.63,15,0,15,NA,NA,NA,NA,NA
beklaagde,3,2.53,1.19,15,0,15,1,18,1,11.44444444,2.914915441
bekladden,4,3.53,1.25,15,0,15,2,20,1,7.65,3.453068811
beklag,1,2.07,1.1,15,0,15,3,18,1,9.777777778,2.755861252
beklagen,2,2.33,0.82,15,0,15,4,18,1,10.66666667,2.9104275
bekleden,1,3.27,1.03,15,0,15,1,18,1,9.722222222,2.321398046
bekleding,4,3.87,0.74,15,0,15,2,20,1,9.05,3.219594613
beklemd,4,2.13,0.83,15,0,15,3,18,1,10.66666667,2.142016642
beklemmen,1,2.14,0.86,14,1,15,4,18,1,11.38888889,2.278773893
beklemmend,4,2.13,0.83,15,0,15,1,18,1,10.94444444,2.363253545
beklemtonen,1,2.87,1.3,15,0,15,2,20,1,10.8,2.687201636
beklijven,2,1.71,0.83,14,1,15,3,18,0.833333333,12.53333333,2.325838303
beklimmen,5,3.73,1.28,15,0,15,4,18,1,7.944444444,2.689242671
beklonken,2,1.93,0.88,15,0,15,1,18,0.888888889,11.375,3.138470965
bekneld,1,3.07,1.28,15,0,15,2,20,0.9,10.38888889,2.810461316
beknellen,2,2.47,1.06,15,0,15,3,18,0.944444444,11.47058824,2.786522184
beknibbelen,1,2.46,1.2,13,2,15,4,18,0.555555556,12.3,3.093002856
beknopt,2,2.13,0.92,15,0,15,1,18,1,10.55555556,2.306569192
beknotten,3,2.13,1.06,15,0,15,2,20,0.85,11.17647059,3.302182879
bekocht,3,1.62,0.51,13,2,15,3,18,0.944444444,11.29411765,2.592409735
bekoelen,1,2.47,1.3,15,0,15,4,18,0.944444444,10.76470588,3.152963125
bekogelen,2,3.87,1.19,15,0,15,1,18,1,8.833333333,2.854305314
bekokstoven,4,1.93,1.03,15,0,15,2,20,1,10.4,2.817240158
bekomen,4,2.27,0.88,15,0,15,3,18,1,9.666666667,2.678893538
bekommerd,1,2.07,0.96,15,0,15,NA,NA,NA,NA,NA
bekommeren,5,2.13,1.06,15,0,15,4,18,1,12.05555556,2.899740804
bekommernis,2,1.67,0.49,15,0,15,1,18,1,11.27777778,2.718251072
bekomst,4,1.75,0.97,12,3,15,2,20,0.75,11,2.878491669
bekoorlijk,2,1.8,0.94,15,0,15,3,18,0.944444444,12.17647059,2.455486055
bekopen,4,2.29,0.99,14,1,15,4,18,1,11.27777778,2.346600935
bekoren,2,2.2,1.08,15,0,15,1,18,0.944444444,10.41176471,2.785202496
bekoring,1,2,1.24,14,1,15,2,20,1,11.1,2.954033817
bekostigen,3,2.4,1.12,15,0,15,3,18,1,10.55555556,2.202197358
bekrachtigen,1,2.4,1.12,15,0,15,4,18,1,13,3.235828833
bekritiseren,1,2.2,1.32,15,0,15,1,18,1,10.94444444,2.436782407
bekrompen,2,1.73,0.88,15,0,15,NA,NA,NA,NA,NA
bekronen,5,3.07,1.16,15,0,15,2,20,1,9.35,2.433861995
bekruipen,1,3.4,1.3,15,0,15,3,18,1,10.44444444,3.31169447
bekvechten,3,3,1.2,15,0,15,4,18,1,8.722222222,2.865731722
bekwaam,4,2.07,0.96,15,0,15,NA,NA,NA,NA,NA
bekwaamheid,5,1.73,0.7,15,0,15,1,18,1,10.33333333,2.656844657
bekwamen,3,1.93,0.88,15,0,15,2,20,1,11.25,2.899637001
bel,2,4.87,0.35,15,0,15,NA,NA,NA,NA,NA
belaagd,2,2.2,0.86,15,0,15,NA,NA,NA,NA,NA
belabberd,2,2.47,0.99,15,0,15,NA,NA,NA,NA,NA
belachelijk,1,1.67,0.72,15,0,15,3,18,1,8.222222222,2.414552828
beladen,4,2.47,1.06,15,0,15,4,18,1,11.16666667,4.273722719
belagen,1,2.29,1.2,14,1,15,1,18,0.944444444,11.70588235,3.015889294
belager,5,3,1.3,14,1,15,2,20,1,11.75,2.917731635
belanden,2,2.47,0.92,15,0,15,3,18,1,8.722222222,2.217724206
belang,3,1.4,0.63,15,0,15,4,18,1,10.77777778,2.646986201
belangeloos,5,1.6,1.06,15,0,15,1,18,1,11.11111111,2.541164367
belangrijk,4,1.53,0.83,15,0,15,NA,NA,NA,NA,NA
belangstellend,3,1.67,0.62,15,0,15,2,20,1,10.25,2.359192547
belangstelling,1,1.8,0.77,15,0,15,3,18,1,9.833333333,2.502939448
belangwekkend,1,1.6,1.06,15,0,15,4,18,1,11.88888889,2.987993403
belast,2,2.47,1.06,15,0,15,4,18,1,11,2.300894967
belasten,1,2.47,1.3,15,0,15,1,18,1,9.944444444,2.775358424
belasteren,3,2.14,1.17,14,1,15,2,20,0.8,13.25,2.645751311
belasting,4,2.2,1.15,15,0,15,NA,NA,NA,NA,NA
belazerd,2,1.73,0.59,15,0,15,NA,NA,NA,NA,NA
belazeren,1,2.33,0.9,15,0,15,3,18,1,11.22222222,2.237528983
belbus,1,4.4,0.63,15,0,15,4,18,0.944444444,13.70588235,5.157091063
beledigd,3,1.87,0.99,15,0,15,NA,NA,NA,NA,NA
beledigen,4,2.87,1.19,15,0,15,1,18,1,8.888888889,2.587046667
beledigend,3,1.93,0.88,15,0,15,2,20,1,8,2.937954892
belediging,4,2.27,0.7,15,0,15,NA,NA,NA,NA,NA
beleefd,5,1.4,0.74,15,0,15,NA,NA,NA,NA,NA
beleefd,3,1.8,1.01,15,0,15,NA,NA,NA,NA,NA
beleefd,2,1.93,0.96,15,0,15,NA,NA,NA,NA,NA
beleefd,1,2.07,0.96,15,0,15,NA,NA,NA,NA,NA
beleefd,4,2.07,1.1,15,0,15,NA,NA,NA,NA,NA
beleefd,5,2.2,1.01,15,0,15,NA,NA,NA,NA,NA
beleefdheid,4,1.93,0.7,15,0,15,3,18,1,7.5,1.947849493
beleg,5,4,0.93,15,0,15,4,18,0.944444444,7.235294118,3.113065446
belegen,3,2.4,1.12,15,0,15,1,18,0.944444444,10.70588235,3.036542151
belegeren,5,2.71,1.14,14,1,15,2,20,0.95,11.31578947,3.163202168
belegering,1,2.87,1.19,15,0,15,3,18,1,11.77777778,2.340325657
beleggen,2,2.13,0.92,15,0,15,4,18,1,11.72222222,3.25043989
belegger,4,2.29,1.27,14,1,15,1,18,1,12.5,3.258473118
belegging,3,1.87,1.13,15,0,15,2,20,0.95,12.63157895,2.338340492
beleid,3,1.73,0.8,15,0,15,3,18,1,11.33333333,2.543735095
belemmeren,2,2.53,1.06,15,0,15,4,18,1,11.66666667,2.970442629
belemmering,3,1.87,0.83,15,0,15,1,18,0.944444444,10.76470588,2.278415342
belendend,2,2,0.63,6,9,15,2,20,0.2,9,6
belenen,4,2.17,1.19,12,3,15,3,18,0.611111111,11.90909091,2.547726259
belerend,1,2,1.29,13,2,15,4,18,0.833333333,12.13333333,3.542933947
belet,2,2.07,0.88,15,0,15,1,18,0.944444444,10.23529412,2.862023143
beletsel,3,2,1,13,2,15,2,20,0.9,12.05555556,2.64513365
beletten,1,2.73,0.88,15,0,15,3,18,1,10.16666667,2.382534488
beleven,4,2,0.93,15,0,15,4,18,0.944444444,8.882352941,2.471900912
belevenis,2,2.33,1.05,15,0,15,1,18,1,8.888888889,2.867441756
beleving,5,1.53,0.74,15,0,15,2,20,0.95,9.789473684,2.274959032
belezen,3,2,1.18,14,1,15,NA,NA,NA,NA,NA
belfort,4,4.69,0.48,13,2,15,3,18,1,10.5,2.121320344
belgicist,2,1.67,0.98,12,3,15,4,18,0.833333333,13.53333333,3.777124126
belhamel,5,2.67,0.87,9,6,15,1,18,0.555555556,10.7,3.973523485
belichamen,1,2,1.13,15,0,15,2,20,1,12.45,2.459674775
belichaming,5,1.8,0.77,15,0,15,3,18,0.944444444,12.52941176,2.527786756
belichten,4,3.13,1.06,15,0,15,4,18,1,10,2.950573224
belichting,5,3.8,1.08,15,0,15,1,18,1,9.444444444,3.275977128
believen,4,1.69,0.95,13,2,15,1,18,0.944444444,12.88235294,2.368605944
belijden,4,1.93,1,14,1,15,2,20,0.85,11.35294118,2.667891875
belijdenis,1,1.64,0.93,14,1,15,3,18,0.888888889,10.75,2.909753712
bellen,2,4.27,0.59,15,0,15,NA,NA,NA,NA,NA
belofte,4,1.93,0.88,15,0,15,4,18,1,8.277777778,2.444815777
beloken,1,2.8,2.05,5,10,15,1,18,0.333333333,13,4.732863826
belonen,2,2.73,1.1,15,0,15,NA,NA,NA,NA,NA
beloning,2,2.67,1.11,15,0,15,2,20,1,7,3.145590063
beloven,4,2,1.07,15,0,15,3,18,1,7,2.249182858
beltegoed,3,3.07,1.33,15,0,15,2,20,1,11.45,2.438183103
beluisteren,4,3.33,1.35,15,0,15,4,18,1,8.166666667,2.572478777
belust,5,1.54,0.52,13,2,15,1,18,1,10.72222222,3.25043989
bemachtigen,1,2.4,1.06,15,0,15,2,20,1,9.35,2.084403234
bemannen,4,2.87,1.3,15,0,15,3,18,1,10.11111111,2.219933462
bemanning,4,3.53,1.06,15,0,15,4,18,1,9.888888889,2.541164367
bemerken,2,2.27,0.88,15,0,15,1,18,1,9.222222222,2.414552828
bemesten,2,3.53,0.99,15,0,15,3,18,1,9.388888889,1.914000703
bemesting,1,4,1.07,15,0,15,2,20,1,9.5,2.98240454
bemiddelaar,5,2.4,1.3,15,0,15,3,18,1,12.11111111,2.517909705
bemiddeld,1,2,0.93,15,0,15,4,18,1,12.05555556,2.436782407
bemiddelen,5,2.2,1.15,15,0,15,1,18,1,11.05555556,2.287362268
bemiddeling,2,1.73,0.8,15,0,15,2,20,1,10.9,2.673456269
bemind,4,1.87,0.83,15,0,15,NA,NA,NA,NA,NA
beminnelijk,1,1.8,0.94,15,0,15,3,18,1,11.94444444,1.893400993
beminnen,3,2.33,1.23,15,0,15,4,18,0.944444444,11.47058824,2.764001788
bemoederen,2,1.93,0.88,15,0,15,1,18,0.944444444,10.23529412,3.152963125
bemoedigen,1,2.4,1.18,15,0,15,2,20,1,10.1,2.900090743
bemoedigend,2,1.93,0.59,15,0,15,3,18,1,10.5,2.684377461
bemoeial,2,2.2,1.01,15,0,15,4,18,1,9.166666667,2.572478777
bemoeien,1,2.47,1.13,15,0,15,1,18,1,8.444444444,2.280924019
bemoeienis,5,1.73,0.7,15,0,15,2,20,1,9.9,2.693071031
bemoeilijken,2,1.73,0.59,15,0,15,3,18,1,10.16666667,2.281640277
bemoeiziek,3,1.8,1.08,15,0,15,NA,NA,NA,NA,NA
bemoeizucht,2,1.67,0.49,15,0,15,4,18,1,11.22222222,2.486565208
bemoeizuchtig,1,1.87,0.74,15,0,15,1,18,1,10.44444444,3.110177264
benadelen,5,2.07,1.1,15,0,15,2,20,1,9.35,2.433861995
benaderen,3,2.8,1.08,15,0,15,3,18,1,10,2.249182858
benadering,5,1.87,1.13,15,0,15,4,18,1,11.94444444,3.038424945
benadrukken,5,2.33,1.11,15,0,15,1,18,1,10,3.067859955
benaming,3,2.07,1.28,15,0,15,2,20,1,9.15,3.116593957
benard,4,2,1.1,11,4,15,3,18,0.944444444,10.88235294,2.497057091
benauwd,3,2.8,1.26,15,0,15,NA,NA,NA,NA,NA
benauwen,1,2.27,1.03,15,0,15,4,18,1,10.22222222,2.777124106
benauwenis,2,1.55,0.82,11,4,15,1,18,0.888888889,11.8125,2.1975365
bende,1,3.53,0.99,15,0,15,6,74,1,8.121621622,2.189343448
bendeleider,3,3.33,1.35,15,0,15,2,20,1,10.2,2.44087991
bendelid,5,3.27,1.1,15,0,15,3,18,1,10.16666667,2.202939213
bendeoorlog,5,2.53,0.83,15,0,15,4,18,1,11.27777778,2.782414431
beneden,2,3.07,1.03,15,0,15,1,18,1,5.777777778,2.04523997
benedendeks,5,3.14,1.29,14,1,15,2,20,0.85,11,2.669269563
benedenhuis,1,3.86,0.95,14,1,15,3,18,0.722222222,9.923076923,1.977436828
benedictie,2,1.75,1.16,8,7,15,4,18,0.722222222,14.15384615,3.105000103
benedictijn,1,2.93,1.27,14,1,15,1,18,0.777777778,13.14285714,2.931451278
beneficiant,3,1.55,0.93,11,4,15,2,20,0.85,14.47058824,3.624873223
benefiet,2,2.67,1.23,15,0,15,3,18,1,11.27777778,2.217724206
benemen,1,1.92,0.67,12,3,15,4,18,1,11.33333333,2.497057091
benen,4,4.8,0.41,15,0,15,4,18,1,5.555555556,3.988545691
benenwagen,4,3.3,1.49,10,5,15,1,18,0.888888889,10.25,2.816617357
benepen,1,2.08,1.44,13,2,15,2,20,0.9,11.38888889,2.592724864
beneveld,3,2.47,1.3,15,0,15,3,18,0.833333333,12.2,2.512824251
benevelen,4,2.83,1.4,12,3,15,4,18,1,12.11111111,3.122760636
benevens,3,1.54,0.97,13,2,15,1,18,0.444444444,11.625,3.420004177
bengel,2,2.2,1.26,15,0,15,1,18,1,8.444444444,2.97484003
bengelen,5,3.57,1.22,14,1,15,2,20,0.95,8.052631579,2.63467654
benieuwd,4,1.79,0.43,14,1,15,NA,NA,NA,NA,NA
benieuwen,4,2.2,1.26,15,0,15,3,18,0.777777778,10.92857143,2.432608151
benig,1,3.07,0.96,15,0,15,4,18,0.833333333,10.46666667,2.445598573
benijden,3,2.07,1.03,15,0,15,1,18,1,11.61111111,2.768284431
benodigd,2,1.67,0.72,15,0,15,2,20,0.95,10.15789474,2.672143499
benodigdheden,2,2.47,1.13,15,0,15,3,18,1,8.722222222,1.934381055
benoemen,1,2.33,1.18,15,0,15,4,18,1,9.611111111,2.523743459
benoeming,5,2.2,1.21,15,0,15,1,18,1,10,2.142016642
benutten,1,2.4,1.06,15,0,15,2,20,1,10.45,2.818640957
benzine,1,4.47,1.06,15,0,15,3,18,1,7.388888889,1.786843714
benzinepomp,3,4.6,0.51,15,0,15,4,18,1,8.333333333,2.543735095
benzinetank,5,4.53,0.74,15,0,15,1,18,1,8.888888889,2.741594403
beo,2,5,0,1,14,15,2,20,0.35,12.71428571,3.199702367
beoefenen,1,2.87,1.06,15,0,15,3,18,1,8.777777778,1.895988197
beogen,3,1.87,0.99,15,0,15,4,18,1,11.83333333,2.812785933
beoordelaar,5,2.53,1.25,15,0,15,1,18,1,10.38888889,2.252812331
beoordelen,5,2.4,1.12,15,0,15,2,20,0.95,9.631578947,2.241292443
beoordeling,4,2,0.65,15,0,15,3,18,1,9.388888889,2.061949075
bepaald,1,1.13,0.35,15,0,15,4,18,1,9.5,2.617812288
bepakken,3,2.21,1.12,14,1,15,1,18,0.833333333,10.4,2.848558533
bepakking,2,3.33,1.11,15,0,15,2,20,0.65,11.61538462,2.844247456
bepalen,3,1.87,0.92,15,0,15,3,18,1,8.833333333,2.007339474
bepaling,1,1.53,0.83,15,0,15,4,18,1,10.72222222,2.696524027
beperken,3,2.07,0.8,15,0,15,1,18,1,9.555555556,2.727252921
beperking,3,2.07,1.03,15,0,15,2,20,1,9.75,2.712058841
beperkt,3,1.8,0.77,15,0,15,3,18,1,9.055555556,2.042841799
beplakken,3,3.64,1.15,14,1,15,4,18,1,8.388888889,3.183392362
bepleiten,1,2.53,1.3,15,0,15,1,18,1,12.33333333,3.067859955
bepotelen,4,3.33,1.05,15,0,15,2,20,0.9,11.55555556,3.697729386
bepraten,3,2.13,0.99,15,0,15,3,18,0.944444444,10.35294118,2.44798837
beproefd,1,2.2,1.15,15,0,15,4,18,1,12.22222222,2.691064857
beproeven,3,2.07,0.96,15,0,15,1,18,1,10.33333333,2.9104275
beproeving,1,2.13,1.13,15,0,15,2,20,1,10.95,2.258900524
beraad,4,1.8,0.68,15,0,15,3,18,1,11.44444444,3.052910323
beraadslagen,1,2.33,1.11,15,0,15,4,18,1,11.88888889,2.564208143
beraden,1,2.43,1.22,14,1,15,1,18,1,11.16666667,3.091734712
beramen,1,2.07,1.1,15,0,15,2,20,1,11.55,2.684752267
berber,1,4.17,1.03,12,3,15,3,18,0.666666667,14.25,3.018879985
berechten,4,1.85,0.8,13,2,15,4,18,1,12.44444444,3.484794233
berechting,3,1.71,1.07,14,1,15,1,18,0.888888889,11.75,2.955221368
beredderen,4,2.42,1.08,12,3,15,2,20,0.9,11.94444444,2.622800977
bereden,3,2.36,1.08,14,1,15,3,18,1,9.888888889,2.698341296
beredeneren,1,1.73,0.7,15,0,15,4,18,1,12.22222222,1.986885104
bereid,5,1.47,0.52,15,0,15,1,18,1,9.611111111,2.428722465
