word_russian,pos,translate_word_english,n,valid_n,percent_known,aoa_mean,aoa_sd,frequency,frequency_zipf,concrete_mean_grigoriev2022,concrete_soloviev2022_1000,concrete_mean_soloviev2022_500,imagine_mean_grigoriev2009,imagine_mean_tsaparina2011,imagine_mean_pashneva2014,imagine_mean_akinina2014,familiar_mean_tsaparina2011,familiar_mean_grigoriev2010,familiar_mean_pashneva2014
премия,s,bonus / prize,21,21,1,10.28571429,4.349055727,56.2,4.07,NA,2.875,NA,NA,NA,NA,NA,NA,NA,NA
премудрость,s,wisdom,20,20,1,8.25,3.058637468,5.8,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
премьера,s,premiere,20,20,1,9.15,2.345768867,30.8,4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
премьерный,a,premiere,21,21,1,11.71428571,3.148695875,1.4,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пренебрегать,v,to neglect,23,23,1,12.43478261,2.191431391,6.5,3.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пренебрежение,s,neglect,20,20,1,11.05,2.837252192,5.8,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пренебрежительно,adv,disdainfully,20,20,1,10.55,2.742933505,3.2,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пренебрежительный,a,disdainful,20,20,1,11.9,2.221900562,1.9,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пренебречь,v,to neglect (perf.),25,25,1,11.56,2.567099531,5,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прения,s,debate,20,19,0.95,14.31578947,4.497562693,3.8,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преобладание,s,predominance,20,20,1,11.95,3.051746696,5.5,3.06,3.272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA
преобладать,v,to predominate,28,28,1,11.28571429,2.432148004,12,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преобладающий,a,predominant,21,21,1,11.47619048,3.530142315,3.3,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преображать,v,to transform (imperf.),21,21,1,10.52380952,2.358369089,2.2,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преображаться,v,to be transformed (imperf.),21,21,1,10.52380952,3.092232973,2.8,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преображение,s,transfiguration,20,20,1,9.65,2.518876107,5,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преобразить,v,to transform (perf.),20,20,1,10.2,3.365459224,3.9,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преобразиться,v,to be transformed (perf.),20,20,1,10.65,2.75824124,4,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преобразование,s,transformation,20,20,1,11.5,3.069373329,33.1,3.68,2.181818182,NA,4.338983051,NA,NA,NA,NA,NA,NA,NA
преобразователь,s,reformer,20,20,1,11.3,3.163941579,3,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преобразовательный,a,transformative,23,23,1,11.95652174,2.402238745,0.5,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преобразовать,v,to transform (perf.),24,24,1,11.54166667,2.466808652,5.5,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преобразовывать,v,to transform (imperf.),1622,1619,0.998150432,11.3428042,2.949591293,2.5,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преодолевать,v,to overcome (imperf.),30,30,1,9.166666667,2.11860939,14.5,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преодоление,s,overcoming,21,21,1,9,4.037325848,17.2,3.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преодолеть,v,to overcome (perf.),24,24,1,9.041666667,2.742248628,30.8,4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преодолимый,a,surmountable,22,21,0.954545455,8.523809524,2.358369089,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
препарат,s,preparation,20,20,1,9.1,2.403944128,52.9,3.96,NA,2.346938776,NA,NA,NA,NA,NA,NA,NA,NA
препаратор,s,preparator,20,14,0.7,13.07142857,2.200149845,0.6,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
препарировать,v,to dissect,21,17,0.80952381,12.94117647,1.748949264,1.3,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
препирательство,s,dispute,20,16,0.8,11,2.898275349,1.2,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
препираться,v,to dispute,20,20,1,8.65,1.926955603,1.4,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преподавание,s,teaching,22,22,1,8.363636364,2.936558636,7.7,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преподаватель,s,teacher,20,20,1,7.85,3.313052337,33.8,4.09,NA,NA,1.593220339,NA,NA,NA,NA,NA,NA,NA
преподавательский,a,teaching,24,24,1,10.375,2.617873349,2.8,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преподавать,v,to teach (imperf.),25,25,1,8.52,3.150661306,18.1,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преподать,v,to teach (perf.),22,21,0.954545455,9.19047619,2.67617353,2.2,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преподнести,v,to present (perf.),21,21,1,9.952380952,2.783454517,9,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преподносить,v,to present (imperf.),23,23,1,10.82608696,2.269404686,3.4,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
препона,s,obstacle,21,10,0.476190476,16.1,3.107338983,1.9,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
препятствие,s,obstacle,21,21,1,6.761904762,1.445847914,24.4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
препятствовать,v,to hinder,26,26,1,10.69230769,3.003587598,16.2,3.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прервать,v,to interrupt (perf.),20,20,1,9,2.384158243,29.4,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прерваться,v,to be interrupted (perf.),20,20,1,8.35,3.048295468,5.4,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пререкание,s,altercation,20,20,1,8.8,4.396170582,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прерия,s,prairie,20,16,0.8,12.0625,4.358420968,1.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прерогатива,s,prerogative,20,18,0.9,16.61111111,2.659917931,2.8,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прерывание,s,interruption,21,21,1,8.761904762,2.488066758,1.1,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прерывать,v,to interrupt (imperf.),20,20,1,7.65,2.007223796,8.6,3.15,5.266666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
прерываться,v,to be interrupted (imperf.),20,20,1,8,2.361979544,5.3,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прерывисто,adv,intermittently,20,20,1,9.35,2.852053738,1.5,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прерывистый,a,intermittent,20,20,1,9.55,2.62528194,3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пресекать,v,to suppress (imperf.),28,28,1,11.85714286,3.075762907,2.8,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пресечение,s,suppression,20,20,1,11,3.568871265,7.3,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пресечь,v,to suppress (perf.),24,24,1,11,3.20325921,5.1,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преследование,s,persecution,20,20,1,7.9,2.403944128,12.4,3.84,3.363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA
преследователь,s,persecutor,20,20,1,7.85,2.433861995,3.7,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преследовать,v,to pursue / to persecute,26,26,1,7.576923077,2.100915551,25,3.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пресловутый,a,notorious,21,21,1,12.80952381,3.970126542,13.2,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пресмыкающееся,s,reptile,20,20,1,8.85,2.45539149,0.7,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пресноводный,a,freshwater,20,20,1,9.2,3.138890183,0.6,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пресный,a,bland / fresh (water),20,20,1,7.55,2.964260803,5.2,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пресс,s,"(muscles) abs, abdominal muscles; (machine) press; (fig.) pressure",20,20,1,9.05,3.017056774,7.2,4.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пресса,s,press (media),20,20,1,9.75,3.753945293,51.5,4.13,NA,NA,2.307189542,NA,NA,NA,NA,NA,NA,NA
прессованный,a,pressed,20,20,1,9.3,2.386364776,0.8,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
престарелый,a,elderly,23,23,1,8.782608696,2.467175819,7.4,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
престиж,s,prestige,20,20,1,13.4,3.067658116,8.8,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
престижно,adv,prestigiously,20,20,1,11.5,3.01749286,0.5,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
престижность,s,prestige,20,20,1,11.15,3.099660423,1.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
престижный,a,prestigious,21,21,1,10.57142857,2.890872335,18.6,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
престол,s,throne,20,20,1,10.15,2.109502311,12.9,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
престольный,a,throne,23,21,0.913043478,12.33333333,2.834313556,0.8,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преступать,v,to transgress (imperf.),23,23,1,9.695652174,3.349827439,0.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преступить,v,to transgress (perf.),24,23,0.958333333,9.434782609,2.744019728,1.1,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преступление,s,crime,21,21,1,9.380952381,3.106061662,84.6,4.45,4.363636364,2.729166667,NA,5.1,NA,NA,NA,NA,NA,NA
преступник,s,criminal,20,20,1,6,2.026144901,35.5,4.24,NA,NA,1.785714286,NA,NA,NA,NA,NA,NA,NA
преступно,adv,criminally,20,20,1,10.45,3.23590059,1.5,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преступность,s,criminality,21,21,1,9.666666667,3.214550254,16.8,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преступный,a,criminal,21,21,1,8.904761905,2.300103517,23.3,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пресыщение,s,satiation,22,21,0.954545455,11.52380952,3.444111607,0.7,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пресыщенный,a,satiated,21,19,0.904761905,12.31578947,3.266881482,0.5,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
претворить,v,to realize (a plan) (perf.),21,21,1,11.33333333,2.955221368,1.5,2.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
претендент,s,claimant / candidate,21,21,1,10.28571429,2.171240593,14.5,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
претендовать,v,to claim,25,25,1,11.08,2.871120571,23.2,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
претензия,s,claim / pretension,20,20,1,11,3.568871265,34.5,3.04,4.454545455,NA,2.892857143,NA,NA,NA,NA,NA,NA,NA
претенциозный,a,pretentious,20,19,0.95,16.84210526,3.775110858,1.4,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
претерпеть,v,to undergo (perf.),24,24,1,12.25,2.506513255,6.3,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
претить,v,to be repugnant,21,15,0.714285714,12.73333333,3.034719725,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преувеличение,s,exaggeration,21,20,0.952380952,8.9,2.673456269,8.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преувеличенный,a,exaggerated,20,20,1,9.45,3.300318964,2.6,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преувеличивать,v,to exaggerate (imperf.),20,20,1,7.8,2.462348045,6.7,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преувеличить,v,to exaggerate (perf.),21,21,1,7.047619048,1.596126263,3.7,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преуменьшать,v,to downplay (imperf.),20,20,1,8.7,2.054520049,0.8,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преуспевать,v,to prosper (imperf.),20,20,1,10.75,3.985169877,1.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преуспевающий,a,prosperous,20,20,1,10.35,2.621269279,3.6,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преуспеть,v,to succeed (perf.),20,20,1,8.75,2.099498687,5.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преуспеяние,s,prosperity,25,9,0.36,13.33333333,2.872281323,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преферанс,s,preference (card game),20,13,0.65,15.07692308,3.094660414,2,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
преходящий,a,transient,20,17,0.85,9.470588235,2.452489731,2.3,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прехорошенький,a,very pretty,20,19,0.95,8.684210526,3.682581093,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прецедент,s,precedent,21,21,1,14.42857143,3.918819064,6.4,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
при,pr,at / near / to,25,24,0.96,7.125,2.908944228,1550.8,6.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибавить,v,to add (perf.),24,24,1,6.791666667,1.933214639,20.4,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибавка,s,addition / raise,21,21,1,10.85714286,4.912084224,4.6,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибавление,s,increase,22,22,1,8,2.777460299,1.5,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибавлять,v,to add (imperf.),22,22,1,6.727272727,1.881787858,6.9,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибаутка,s,joke,20,20,1,7.85,3.013565819,1.3,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибегать,v,to resort (imperf.),30,30,1,6,2.378060641,17.1,3.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибегнуть,v,to resort (perf.),23,23,1,9.956521739,2.458348686,5.6,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибежать,v,to run to (perf.),21,21,1,5,2.073644135,15.2,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибежище,s,refuge,20,20,1,11.55,3.762348091,2.8,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приберегать,v,to save up (imperf.),25,25,1,9.76,3.394603561,0.6,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приберечь,v,to save up (perf.),22,22,1,9.227272727,2.958954419,1.1,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибивать,v,to nail (imperf.),21,21,1,5.523809524,1.778174559,1.5,2.05,NA,NA,NA,NA,NA,NA,1.23,NA,NA,NA
прибирать,v,to tidy up (imperf.),20,20,1,6.55,2.235479461,1.9,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приближение,s,approach,21,21,1,7.904761905,2.071346468,15.6,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приближённость,s,closeness,21,21,1,11,4.062019202,0.4,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приближённый,a; s,approximate,21,21,1,9.714285714,2.83095138,2.1,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приблизительно,adv,approximately,26,26,1,6.923076923,1.895744222,17.6,4.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приблизительность,s,approximateness,22,22,1,9.818181818,2.701610871,0.5,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приблизительный,a,approximate,20,20,1,9.2,2.706716792,4.3,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приблизиться,v,to approach (perf.),20,20,1,6.55,2.438183103,24.4,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приблудный,a,stray,20,18,0.9,13.11111111,2.609685329,1.2,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибой,s,surf,20,18,0.9,8.611111111,2.226548077,4.8,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибор,s,device,20,20,1,7.4,2.326053808,49.7,3.93,5.733333333,NA,2.078431373,NA,NA,NA,NA,NA,NA,NA
приборостроительный,a,instrument-making,20,16,0.8,12.5625,2.393567769,0.4,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибрежный,a,coastal,24,24,1,9.041666667,2.595634574,8.5,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибывать,v,to arrive (imperf.),21,21,1,8.80952381,2.249867721,10.4,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибыль,s,profit,21,21,1,9.380952381,2.974494755,48.5,4.43,NA,NA,2.05,NA,NA,NA,NA,NA,NA,NA
прибыльность,s,profitability,21,21,1,13.57142857,3.00950874,1.8,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибыльный,a,profitable,28,28,1,10.85714286,2.548990878,5.4,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибытие,s,arrival,20,20,1,7.5,1.986798536,12.1,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прибыть,v,to arrive (perf.),23,23,1,9.173913043,2.964213431,55.7,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привал,s,halt,20,20,1,9.7,3.278317926,3.5,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приварить,v,to weld on (perf.),26,26,1,9.923076923,2.621802081,1.2,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приватный,a,private,21,21,1,13.85714286,3.182541662,2,2.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приведение,s,bringing,26,26,1,6.346153846,2.152994337,7.8,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привезти,v,to bring (by transport) (perf.),28,28,1,7.178571429,2.982089392,82,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привередливый,a,fastidious,20,20,1,9.25,3.209771266,1.1,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приверженец,s,adherent,20,20,1,13.55,3.605186323,5.7,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приверженность,s,commitment,23,22,0.956521739,13.40909091,3.762712939,5.1,3.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приверженный,a,committed,20,20,1,14,3.324549831,0.9,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привес,s,weight gain,20,11,0.55,11.54545455,2.381748785,0.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привесить,v,to hang (perf.),24,22,0.916666667,10.40909091,3.375811591,0.5,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привести,v,to bring (perf.),26,26,1,5.5,2.657066051,214.7,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привет,s,greeting / hello,20,20,1,3.35,1.225818738,45.8,5.13,4.333333333,NA,2.683333333,NA,NA,NA,NA,NA,NA,NA
приветить,v,to welcome (perf.),23,11,0.47826087,12.63636364,3.880018744,0.5,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приветливо,adv,amiably,20,20,1,7,2.675424216,8.4,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приветливость,s,amiability,21,21,1,7.761904762,2.165750722,1.4,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приветливый,a,amiable,20,20,1,6.3,1.75018796,7.8,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приветственно,adv,welcomingly,20,20,1,9.8,3.577708764,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приветственный,a,welcoming,20,20,1,8.65,3.150187964,3.6,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приветствие,s,greeting,20,20,1,5.2,1.935812083,12.4,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приветствовать,v,to greet,24,24,1,5.958333333,2.312144998,25,3.61,5.272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA
привечать,v,to welcome (imperf.),30,12,0.4,12.5,2.713602101,1.4,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прививать,v,to inoculate (imperf.),20,20,1,9.2,3.365459224,2.6,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прививаться,v,to take root (imperf.),21,21,1,7.904761905,3.015041657,0.9,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прививка,s,vaccination,20,20,1,5.6,1.729009452,8.6,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привидение,s,ghost,28,28,1,5.535714286,1.773929366,7.1,3.23,NA,NA,NA,4.9,NA,NA,1.21,NA,NA,NA
привилегированный,a,privileged,30,30,1,13.53333333,2.270247341,5.9,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привилегия,s,privilege,21,21,1,10.80952381,2.891695828,10.7,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привинтить,v,to screw on (perf.),43,43,1,8.395348837,2.787211739,1.6,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привить,v,to inoculate (perf.),26,26,1,8.269230769,3.329356602,7.5,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привкус,s,aftertaste,20,20,1,8.05,2.502104377,4.5,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привлекательность,s,attractiveness,25,25,1,8.8,3.082207001,8.4,3.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привлекательный,a,attractive,25,25,1,9.36,2.580051679,23.1,3.24,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
привлекать,v,to attract (imperf.),23,23,1,9.043478261,2.687991154,38.7,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привлечение,s,attraction,24,24,1,9.5,3.175996934,26,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привлечь,v,to attract (perf.),22,22,1,8.727272727,2.848254573,47.4,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привнесение,s,introduction,23,21,0.913043478,11.80952381,2.713283023,0.4,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привнести,v,to introduce (perf.),20,16,0.8,11.125,2.895398648,2.9,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привносить,v,to introduce (imperf.),23,21,0.913043478,11.76190476,2.488066758,1.6,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приводить,v,to bring (imperf.),23,23,1,6.565217391,3.174129615,97.8,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привозить,v,to bring (by transport) (imperf.),20,20,1,7,2.828427125,17.6,3.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привокзальный,a,near-station,24,24,1,9.5,3.323172921,2.7,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приволочь,v,to drag to (perf.),28,28,1,8.035714286,2.42643074,3.8,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привольно,adv,freely,20,20,1,12.25,3.143497884,0.9,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привольный,a,free,20,19,0.95,11.42105263,3.167820658,0.7,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привораживать,v,to bewitch (imperf.),20,20,1,10.05,2.910507281,0.5,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приворовывать,v,to steal a little (imperf.),23,22,0.956521739,9.636363636,3.526031825,0.4,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приворожить,v,to bewitch (perf.),24,23,0.958333333,11.17391304,3.18593748,0.6,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привратник,s,gatekeeper,22,18,0.818181818,13.55555556,3.166408658,1.6,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приврать,v,to lie a little (perf.),22,22,1,8.5,2.632217968,0.8,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привставать,v,to rise slightly (imperf.),30,30,1,9.133333333,3.370596318,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привстать,v,to rise slightly (perf.),23,23,1,7.217391304,2.485531254,6.4,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привыкание,s,habituation,26,26,1,9.730769231,2.616221586,1.7,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привыкать,v,to get used to (imperf.),21,21,1,6.619047619,2.616795569,15.3,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привыкнуть,v,to get used to (perf.),25,25,1,6.4,2.121320344,85.9,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привычка,s,habit,20,20,1,6.8,2.504732363,47.7,3.87,4,NA,3.183333333,NA,NA,NA,NA,NA,NA,NA
привычно,adv,habitually,20,20,1,8.1,2.751076344,12.2,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привычный,a,habitual,21,21,1,6.571428571,2.063284483,57.1,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привязанность,s,attachment,22,22,1,11.13636364,3.226312277,8.3,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привязать,v,to tie (perf.),21,21,1,4.571428571,1.599106894,23,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
привязывать,v,to tie (imperf.),21,21,1,6.428571429,2.560691871,5,2.84,5.4,NA,NA,NA,NA,NA,1.14,NA,NA,NA
привязь,s,tether,21,21,1,9.523809524,2.462093573,1.7,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригасить,v,to dim (perf.),21,20,0.952380952,9.95,3.516502449,0.6,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригибать,v,to bend down (imperf.),20,20,1,8.75,3.176807401,0.9,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригибаться,v,to bend down (imperf.),20,20,1,8.7,3.41975684,1.8,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригладить,v,to smooth down (perf.),21,21,1,8.142857143,3.021352583,2.4,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
