"session","survey","slot","word","use_number","response","response_corrected","lemma","upos"
"50X4V7q3Et1XAYfAEDSwioMfQS8YbRUtzDW2SFCVjvd0kNGpkiwqdWUnTkiNNE80","English_Word_Ratings_3","w04","tong",4,"manipulat","manipulate","manipulate","VERB"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings_3","w05","sleeveless",1,"tumble","tumble","tumble","NOUN"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings_3","w05","sleeveless",2,"plait","plait","plait","NOUN"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings_3","w05","sleeveless",4,"inseminate","inseminate","inseminate","ADJ"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings_3","w05","sleeveless",5,"intake","intake","intake","NOUN"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings_3","w05","sleeveless",6,"note","note","note","NOUN"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings_3","w05","sleeveless",7,"chase","chase","chase","NOUN"
"lzZBcD4N5WdlEJp4FXc4WDU0QXXMUZa3saiMJqn8EsCLw7dkUMjuSISR0HfCREb4","English_Word_Ratings_3","w05","sleeveless",1,"stroller","stroller","stroller","NOUN"
"lzZBcD4N5WdlEJp4FXc4WDU0QXXMUZa3saiMJqn8EsCLw7dkUMjuSISR0HfCREb4","English_Word_Ratings_3","w05","sleeveless",2,"inhale","inhale","inhale","NOUN"
"lzZBcD4N5WdlEJp4FXc4WDU0QXXMUZa3saiMJqn8EsCLw7dkUMjuSISR0HfCREb4","English_Word_Ratings_3","w05","sleeveless",3,"usurp","usurp","usurp","X"
"lzZBcD4N5WdlEJp4FXc4WDU0QXXMUZa3saiMJqn8EsCLw7dkUMjuSISR0HfCREb4","English_Word_Ratings_3","w05","sleeveless",4,"carry out","carry out","carry out","VERB ADP"
"lzZBcD4N5WdlEJp4FXc4WDU0QXXMUZa3saiMJqn8EsCLw7dkUMjuSISR0HfCREb4","English_Word_Ratings_3","w05","sleeveless",5,"please","please","please","INTJ"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_3","w05","sleeveless",1,"believe","believe","believe","VERB"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_3","w05","sleeveless",2,"nostalgia","nostalgia","nostalgia","INTJ"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_3","w05","sleeveless",3,"ascend","ascend","ascend","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_3","w05","sleeveless",4,"trot","trot","trot","NOUN"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings_3","w05","sleeveless",1,"build","build","build","NOUN"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings_3","w05","sleeveless",2,"discomfort","discomfort","discomfort","NOUN"
"1rQGGdmkluNiDXwCZmvMMjeDbNuEovZX9qG1U4NeMzFi5e2GsTSOsUHnaqrIz503","English_Word_Ratings_3","w05","sleeveless",1,"graffit","graffiti","graffito","INTJ"
"1rQGGdmkluNiDXwCZmvMMjeDbNuEovZX9qG1U4NeMzFi5e2GsTSOsUHnaqrIz503","English_Word_Ratings_3","w05","sleeveless",2,"outfit","outfit","outfit","NOUN"
"1rQGGdmkluNiDXwCZmvMMjeDbNuEovZX9qG1U4NeMzFi5e2GsTSOsUHnaqrIz503","English_Word_Ratings_3","w05","sleeveless",3,"attire","attire","attire","NOUN"
"1rQGGdmkluNiDXwCZmvMMjeDbNuEovZX9qG1U4NeMzFi5e2GsTSOsUHnaqrIz503","English_Word_Ratings_3","w05","sleeveless",4,"textur","texture","texture","NOUN"
"g4JaB1MgPE1r4qjranCAuVoa3se9LFY4Hw7KnJj9jwqdBHzKOMXyzPkYnLVzXN3b","English_Word_Ratings_3","w05","sleeveless",1,"tell","tell","tell","VERB"
"g4JaB1MgPE1r4qjranCAuVoa3se9LFY4Hw7KnJj9jwqdBHzKOMXyzPkYnLVzXN3b","English_Word_Ratings_3","w05","sleeveless",2,"shove","shove","shove","NOUN"
"g4JaB1MgPE1r4qjranCAuVoa3se9LFY4Hw7KnJj9jwqdBHzKOMXyzPkYnLVzXN3b","English_Word_Ratings_3","w05","sleeveless",3,"rtoubleshoot","troubleshoot","troubleshoot","PART"
"g4JaB1MgPE1r4qjranCAuVoa3se9LFY4Hw7KnJj9jwqdBHzKOMXyzPkYnLVzXN3b","English_Word_Ratings_3","w05","sleeveless",4,"accomplice","accomplice","accomplice","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_3","w05","sleeveless",1,"trauma","trauma","trauma","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_3","w05","sleeveless",3,"buckle","buckle","buckle","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_3","w05","sleeveless",4,"exist","exist","exist","VERB"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_3","w05","sleeveless",5,"refract","refract","refract","VERB"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_3","w05","sleeveless",6,"rod","rod","rod","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_3","w05","sleeveless",7,"braide","braise","braise","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_3","w05","sleeveless",8,"fund","fund","fund","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_3","w05","sleeveless",9,"slick","slick","slick","ADJ"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_3","w05","sleeveless",10,"saddle","saddle","saddle","NOUN"
"A8tz7HX3m2x4GAoKlJAZ1XfBrXKxo5dGxhoV1dKkNdDkugAvJvRJp9tFe33unNJk","English_Word_Ratings_3","w05","sleeveless",1,"family","family","family","NOUN"
"A8tz7HX3m2x4GAoKlJAZ1XfBrXKxo5dGxhoV1dKkNdDkugAvJvRJp9tFe33unNJk","English_Word_Ratings_3","w05","sleeveless",2,"explode","explode","explode","NOUN"
"A8tz7HX3m2x4GAoKlJAZ1XfBrXKxo5dGxhoV1dKkNdDkugAvJvRJp9tFe33unNJk","English_Word_Ratings_3","w05","sleeveless",3,"drizzle","drizzle","drizzle","NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings_3","w05","sleeveless",1,"accomplice","accomplice","accomplice","NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings_3","w05","sleeveless",2,"ose","ode","ode","NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings_3","w05","sleeveless",3,"tone","tone","tone","NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings_3","w05","sleeveless",4,"hair tie","hair tie","hair tie","NOUN NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings_3","w05","sleeveless",5,"quiet","quiet","quiet","NOUN"
"yLAv948rJF5uUpOa1azj6ddWWLX7U3KcGrE4Zl3iQSXxsNsEg2B3M4KSURKG8jYP","English_Word_Ratings_3","w05","sleeveless",1,"reduce stress","reduce stress","reduce stress","NOUN NOUN"
"yLAv948rJF5uUpOa1azj6ddWWLX7U3KcGrE4Zl3iQSXxsNsEg2B3M4KSURKG8jYP","English_Word_Ratings_3","w05","sleeveless",2,"testify","testify","testify","VERB"
"yLAv948rJF5uUpOa1azj6ddWWLX7U3KcGrE4Zl3iQSXxsNsEg2B3M4KSURKG8jYP","English_Word_Ratings_3","w05","sleeveless",3,"snowangel","snow angel","snow angel","NOUN NOUN"
"v7tq2P9zqG6N3xAH4o8GvO1YBrnWjahz5rdJByCbpdgbhBPOwT65OuHZHKYl1uFR","English_Word_Ratings_3","w05","sleeveless",1,"hate","hate","hate","NOUN"
"v7tq2P9zqG6N3xAH4o8GvO1YBrnWjahz5rdJByCbpdgbhBPOwT65OuHZHKYl1uFR","English_Word_Ratings_3","w05","sleeveless",2,"grind","grind","grind","INTJ"
"v7tq2P9zqG6N3xAH4o8GvO1YBrnWjahz5rdJByCbpdgbhBPOwT65OuHZHKYl1uFR","English_Word_Ratings_3","w05","sleeveless",4,"grievance","grievance","grievance","NOUN"
"v7tq2P9zqG6N3xAH4o8GvO1YBrnWjahz5rdJByCbpdgbhBPOwT65OuHZHKYl1uFR","English_Word_Ratings_3","w05","sleeveless",5,"graph","graph","graph","NOUN"
"v7tq2P9zqG6N3xAH4o8GvO1YBrnWjahz5rdJByCbpdgbhBPOwT65OuHZHKYl1uFR","English_Word_Ratings_3","w05","sleeveless",6,"acquire","acquire","acquire","VERB"
"d6NyWdJP1bcvb4qi8hcmuNgepBmDczes1g8QpCTab6HT2HBFidygOyOYJg6MzUXt","English_Word_Ratings_3","w05","sleeveless",2,"shinning","shinning","shinning","VERB"
"d6NyWdJP1bcvb4qi8hcmuNgepBmDczes1g8QpCTab6HT2HBFidygOyOYJg6MzUXt","English_Word_Ratings_3","w05","sleeveless",3,"lay out","lay out","lay out","VERB ADV"
"d6NyWdJP1bcvb4qi8hcmuNgepBmDczes1g8QpCTab6HT2HBFidygOyOYJg6MzUXt","English_Word_Ratings_3","w05","sleeveless",4,"insult","insult","insult","NOUN"
"d6NyWdJP1bcvb4qi8hcmuNgepBmDczes1g8QpCTab6HT2HBFidygOyOYJg6MzUXt","English_Word_Ratings_3","w05","sleeveless",5,"show off","show off","show off","VERB ADP"
"d6NyWdJP1bcvb4qi8hcmuNgepBmDczes1g8QpCTab6HT2HBFidygOyOYJg6MzUXt","English_Word_Ratings_3","w05","sleeveless",6,"binn","bin","bin","NOUN"
"d6NyWdJP1bcvb4qi8hcmuNgepBmDczes1g8QpCTab6HT2HBFidygOyOYJg6MzUXt","English_Word_Ratings_3","w05","sleeveless",7,"brainstorm","brainstorm","brainstorm","NOUN"
"d6NyWdJP1bcvb4qi8hcmuNgepBmDczes1g8QpCTab6HT2HBFidygOyOYJg6MzUXt","English_Word_Ratings_3","w05","sleeveless",8,"steam","steam","steam","NOUN"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings_3","w05","sleeveless",1,"howl","howl","howl","INTJ"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings_3","w05","sleeveless",2,"milk","milk","milk","NOUN"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings_3","w05","sleeveless",3,"venom","venom","venom","X"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings_3","w05","sleeveless",4,"skate","skate","skate","NOUN"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings_3","w05","sleeveless",5,"rude","rude","rude","ADJ"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings_3","w05","sleeveless",7,"put together","put together","put together","VERB ADV"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings_3","w05","sleeveless",8,"patrol","patrol","patrol","NOUN"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings_3","w05","sleeveless",9,"raid","raid","raid","NOUN"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings_3","w05","sleeveless",10,"jayawlk","jaywalk","jaywalk","NOUN"
"i7gzsiwaaH625g2xHgXMPfOfI6R9h8LKxyKgcR3DppkfqTpYxlpaGNFv4AOTf78v","English_Word_Ratings_3","w05","sleeveless",1,"construction","construction","construction","NOUN"
"i7gzsiwaaH625g2xHgXMPfOfI6R9h8LKxyKgcR3DppkfqTpYxlpaGNFv4AOTf78v","English_Word_Ratings_3","w05","sleeveless",3,"trace","trace","trace","NOUN"
"i7gzsiwaaH625g2xHgXMPfOfI6R9h8LKxyKgcR3DppkfqTpYxlpaGNFv4AOTf78v","English_Word_Ratings_3","w05","sleeveless",4,"upload","upload","upload","NOUN"
"i7gzsiwaaH625g2xHgXMPfOfI6R9h8LKxyKgcR3DppkfqTpYxlpaGNFv4AOTf78v","English_Word_Ratings_3","w05","sleeveless",5,"yardstick","yardstick","yardstick","NOUN"
"wKTNXd6bXFAL8q4qqOh2llgWoCGmV4nmEB8h4ybNDi4oesm36R1MtrSdkxNsLMnC","English_Word_Ratings_3","w05","sleeveless",1,"conserve","conserve","conserve","VERB"
"wKTNXd6bXFAL8q4qqOh2llgWoCGmV4nmEB8h4ybNDi4oesm36R1MtrSdkxNsLMnC","English_Word_Ratings_3","w05","sleeveless",2,"refurbish","refurbish","refurbish","INTJ"
"wKTNXd6bXFAL8q4qqOh2llgWoCGmV4nmEB8h4ybNDi4oesm36R1MtrSdkxNsLMnC","English_Word_Ratings_3","w05","sleeveless",4,"w","w","with","ADP"
"wKTNXd6bXFAL8q4qqOh2llgWoCGmV4nmEB8h4ybNDi4oesm36R1MtrSdkxNsLMnC","English_Word_Ratings_3","w05","sleeveless",5,"stick","stick","stick","NOUN"
"wKTNXd6bXFAL8q4qqOh2llgWoCGmV4nmEB8h4ybNDi4oesm36R1MtrSdkxNsLMnC","English_Word_Ratings_3","w05","sleeveless",6,"jump start","jump start","jump start","VERB NOUN"
"GoSFbC6zIahLMncIpKDjoQ5dleIxSC8jVVFIn9Km4i5Y1NIhpLJUPrByLuQc21a6","English_Word_Ratings_3","w05","sleeveless",1,"leaky","leaky","leaky","VERB"
"GoSFbC6zIahLMncIpKDjoQ5dleIxSC8jVVFIn9Km4i5Y1NIhpLJUPrByLuQc21a6","English_Word_Ratings_3","w05","sleeveless",2,"bike","bike","bike","NOUN"
"GoSFbC6zIahLMncIpKDjoQ5dleIxSC8jVVFIn9Km4i5Y1NIhpLJUPrByLuQc21a6","English_Word_Ratings_3","w05","sleeveless",4,"honeymoon","honeymoon","honeymoon","NOUN"
"sBacIiuSQV6IuSUPRTFQmqG3UmmTN9xKph2xv2OOURpgUNOKXSQsxnE8Saex7WkV","English_Word_Ratings_3","w05","sleeveless",1,"fod","god","god","PROPN"
"sBacIiuSQV6IuSUPRTFQmqG3UmmTN9xKph2xv2OOURpgUNOKXSQsxnE8Saex7WkV","English_Word_Ratings_3","w05","sleeveless",2,"fist","fist","fist","NOUN"
"kO56Jn0idpJWnDDMSRMIU9DECzlitjq3w7Z1s2KfSCMDE6YZiy9U0xnv6wljxLlh","English_Word_Ratings_3","w05","sleeveless",2,"syrup","syrup","syrup","NOUN"
"kO56Jn0idpJWnDDMSRMIU9DECzlitjq3w7Z1s2KfSCMDE6YZiy9U0xnv6wljxLlh","English_Word_Ratings_3","w05","sleeveless",3,"rest","rest","rest","VERB"
"kO56Jn0idpJWnDDMSRMIU9DECzlitjq3w7Z1s2KfSCMDE6YZiy9U0xnv6wljxLlh","English_Word_Ratings_3","w05","sleeveless",4,"photo","photo","photo","NOUN"
"kO56Jn0idpJWnDDMSRMIU9DECzlitjq3w7Z1s2KfSCMDE6YZiy9U0xnv6wljxLlh","English_Word_Ratings_3","w05","sleeveless",5,"sit on","sit on","sit on","VERB ADP"
"LSuU7j19LztOjJyzbaQVC813k4Xs1HHJRzjUOC3xGQR21Jg71xWUBLSqxxfwF8n3","English_Word_Ratings_3","w05","sleeveless",1,"rever","ever","ever","ADV"
"LSuU7j19LztOjJyzbaQVC813k4Xs1HHJRzjUOC3xGQR21Jg71xWUBLSqxxfwF8n3","English_Word_Ratings_3","w05","sleeveless",2,"fatten","fatten","fatten","ADV"
"LSuU7j19LztOjJyzbaQVC813k4Xs1HHJRzjUOC3xGQR21Jg71xWUBLSqxxfwF8n3","English_Word_Ratings_3","w05","sleeveless",3,"snatch","snatch","snatch","NOUN"
"LSuU7j19LztOjJyzbaQVC813k4Xs1HHJRzjUOC3xGQR21Jg71xWUBLSqxxfwF8n3","English_Word_Ratings_3","w05","sleeveless",4,"leave","leave","leave","VERB"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings_3","w05","sleeveless",1,"whisper","whisper","whisper","NOUN"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings_3","w05","sleeveless",2,"cork","cork","cork","NOUN"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings_3","w05","sleeveless",3,"saucepan","saucepan","saucepan","ADJ"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings_3","w05","sleeveless",4,"sunshine","sunshine","sunshine","NOUN"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings_3","w05","sleeveless",5,"rollerskate","roller skate","roller skate","NOUN NOUN"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings_3","w05","sleeveless",6,"line up","line up","line up","ADV ADV"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings_3","w05","sleeveless",7,"intoxicate","intoxicate","intoxicate","ADJ"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings_3","w05","sleeveless",1,"rule","rule","rule","NOUN"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings_3","w05","sleeveless",2,"open","open","open","ADJ"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings_3","w05","sleeveless",3,"pleate","pleat","pleat","X"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings_3","w05","sleeveless",4,"stain","stain","stain","NOUN"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings_3","w05","sleeveless",1,"pest control","pest control","pest control","ADJ NOUN"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings_3","w05","sleeveless",2,"shell","shell","shell","NOUN"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings_3","w05","sleeveless",3,"redecorate","redecorate","redecorate","VERB"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings_3","w05","sleeveless",4,"model","model","model","NOUN"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings_3","w05","sleeveless",5,"luck","luck","luck","NOUN"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings_3","w05","sleeveless",1,"endanger","endanger","endanger","NOUN"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings_3","w05","sleeveless",2,"mess up","mess up","mess up","VERB ADP"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings_3","w05","sleeveless",3,"activity","activity","activity","NOUN"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings_3","w05","sleeveless",4,"caffeinate","caffeinated","caffeinate","VERB"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings_3","w05","sleeveless",5,"put down","put down","put down","VERB ADP"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings_3","w05","sleeveless",1,"shatter","shatter","shatter","NOUN"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings_3","w05","sleeveless",2,"slosh","slosh","slosh","INTJ"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings_3","w05","sleeveless",3,"holler","holler","holler","NOUN"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings_3","w05","sleeveless",4,"mistreat","mistreat","mistreat","X"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings_3","w05","sleeveless",5,"howl","howl","howl","INTJ"
"50X4V7q3Et1XAYfAEDSwioMfQS8YbRUtzDW2SFCVjvd0kNGpkiwqdWUnTkiNNE80","English_Word_Ratings_3","w05","sleeveless",1,"negate","negate","negate","NOUN"
"50X4V7q3Et1XAYfAEDSwioMfQS8YbRUtzDW2SFCVjvd0kNGpkiwqdWUnTkiNNE80","English_Word_Ratings_3","w05","sleeveless",2,"undress","undress","undress","NOUN"
"50X4V7q3Et1XAYfAEDSwioMfQS8YbRUtzDW2SFCVjvd0kNGpkiwqdWUnTkiNNE80","English_Word_Ratings_3","w05","sleeveless",3,"loose","loose","loose","ADV"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings_3","w06","mosque",1,"clout","clout","clout","NOUN"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings_3","w06","mosque",2,"imprint","imprint","imprint","ADJ"
"lzZBcD4N5WdlEJp4FXc4WDU0QXXMUZa3saiMJqn8EsCLw7dkUMjuSISR0HfCREb4","English_Word_Ratings_3","w06","mosque",1,"struggle","struggle","struggle","NOUN"
"lzZBcD4N5WdlEJp4FXc4WDU0QXXMUZa3saiMJqn8EsCLw7dkUMjuSISR0HfCREb4","English_Word_Ratings_3","w06","mosque",3,"number","number","number","NOUN"
"lzZBcD4N5WdlEJp4FXc4WDU0QXXMUZa3saiMJqn8EsCLw7dkUMjuSISR0HfCREb4","English_Word_Ratings_3","w06","mosque",4,"devoure","devour","devour","NOUN"
"lzZBcD4N5WdlEJp4FXc4WDU0QXXMUZa3saiMJqn8EsCLw7dkUMjuSISR0HfCREb4","English_Word_Ratings_3","w06","mosque",6,"intimidate","intimidate","intimidate","NOUN"
"lzZBcD4N5WdlEJp4FXc4WDU0QXXMUZa3saiMJqn8EsCLw7dkUMjuSISR0HfCREb4","English_Word_Ratings_3","w06","mosque",8,"reassure","reassure","reassure","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_3","w06","mosque",1,"aromatherapy","aromatherapy","aromatherapy","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_3","w06","mosque",2,"tear down","tear down","tear down","VERB ADV"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_3","w06","mosque",3,"nest","nest","nest","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_3","w06","mosque",5,"dance","dance","dance","NOUN"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings_3","w06","mosque",1,"clink","clink","clink","NOUN"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings_3","w06","mosque",2,"shift","shift","shift","NOUN"
"1rQGGdmkluNiDXwCZmvMMjeDbNuEovZX9qG1U4NeMzFi5e2GsTSOsUHnaqrIz503","English_Word_Ratings_3","w06","mosque",2,"scrutinize","scrutinize","scrutinize","NOUN"
"1rQGGdmkluNiDXwCZmvMMjeDbNuEovZX9qG1U4NeMzFi5e2GsTSOsUHnaqrIz503","English_Word_Ratings_3","w06","mosque",3,"swipe","swipe","swipe","NOUN"
"1rQGGdmkluNiDXwCZmvMMjeDbNuEovZX9qG1U4NeMzFi5e2GsTSOsUHnaqrIz503","English_Word_Ratings_3","w06","mosque",4,"reduce stress","reduce stress","reduce stress","NOUN NOUN"
"g4JaB1MgPE1r4qjranCAuVoa3se9LFY4Hw7KnJj9jwqdBHzKOMXyzPkYnLVzXN3b","English_Word_Ratings_3","w06","mosque",2,"plumb","plumb","plumb","X"
